   19997.0000       3.24567780E-02   3.13331147E-05
   19997.9004       3.20206070       3.12253763E-03
   19998.8008       62.4289055       6.33901358E-02
   19999.7012       240.532639      0.295595467    
   20000.6016       183.144699      0.472399652    
   20001.5020       27.5579453      0.499003500    
   20002.4023      0.819466710      0.499794602    
   20003.3027       4.81557241E-03  0.499799252    
   20004.2031       5.59237924E-06  0.499799252    
   20005.1035       1.28344535E-09  0.499799252    
   20006.0039       5.82090122E-14  0.499799252    
   20006.9043       5.21717185E-19  0.499799252    
   20007.8047       9.24085469E-25  0.499799252    
   20008.7051       3.23461721E-31  0.499799252    
   20009.6055       2.23748913E-38  0.499799252    
   20010.5059       0.00000000      0.499799252    
   20011.4062       0.00000000      0.499799252    
   20012.3066       0.00000000      0.499799252    
   20013.2070       0.00000000      0.499799252    
   20014.1074       0.00000000      0.499799252    
   20015.0078       0.00000000      0.499799252    
   20015.9082       0.00000000      0.499799252    
   20016.8066       0.00000000      0.499799252    
   20017.7070       0.00000000      0.499799252    
   20018.6074       0.00000000      0.499799252    
   20019.5078       0.00000000      0.499799252    
   20020.4082       0.00000000      0.499799252    
   20021.3086       0.00000000      0.499799252    
   20022.2090       0.00000000      0.499799252    
   20023.1094       0.00000000      0.499799252    
   20024.0098       0.00000000      0.499799252    
   20024.9102       0.00000000      0.499799252    
   20025.8105       0.00000000      0.499799252    
   20026.7109       0.00000000      0.499799252    
   20027.6113       0.00000000      0.499799252    
   20028.5117       0.00000000      0.499799252    
   20029.4121       0.00000000      0.499799252    
   20030.3125       0.00000000      0.499799252    
   20031.2129       0.00000000      0.499799252    
   20032.1133       0.00000000      0.499799252    
   20033.0137       0.00000000      0.499799252    
   20033.9141       0.00000000      0.499799252    
   20034.8145       0.00000000      0.499799252    
   20035.7148       0.00000000      0.499799252    
   20036.6152       0.00000000      0.499799252    
   20037.5156       0.00000000      0.499799252    
   20038.4160       0.00000000      0.499799252    
   20039.3164       0.00000000      0.499799252    
   20040.2168       0.00000000      0.499799252    
   20041.1172       0.00000000      0.499799252    
   20042.0176       0.00000000      0.499799252    
   20042.9180       0.00000000      0.499799252    
   20043.8184       0.00000000      0.499799252    
   20044.7188       0.00000000      0.499799252    
   20045.6191       0.00000000      0.499799252    
   20046.5195       0.00000000      0.499799252    
   20047.4199       0.00000000      0.499799252    
   20048.3203       0.00000000      0.499799252    
   20049.2207       0.00000000      0.499799252    
   20050.1211       0.00000000      0.499799252    
   20051.0215       0.00000000      0.499799252    
   20051.9219       0.00000000      0.499799252    
   20052.8223       0.00000000      0.499799252    
   20053.7227       0.00000000      0.499799252    
   20054.6230       0.00000000      0.499799252    
   20055.5215       0.00000000      0.499799252    
   20056.4219       0.00000000      0.499799252    
   20057.3223       0.00000000      0.499799252    
   20058.2227       0.00000000      0.499799252    
   20059.1230       0.00000000      0.499799252    
   20060.0234       0.00000000      0.499799252    
   20060.9238       0.00000000      0.499799252    
   20061.8242       0.00000000      0.499799252    
   20062.7246       0.00000000      0.499799252    
   20063.6250       0.00000000      0.499799252    
   20064.5254       0.00000000      0.499799252    
   20065.4258       0.00000000      0.499799252    
   20066.3262       0.00000000      0.499799252    
   20067.2266       0.00000000      0.499799252    
   20068.1270       0.00000000      0.499799252    
   20069.0273       0.00000000      0.499799252    
   20069.9277       0.00000000      0.499799252    
   20070.8281       0.00000000      0.499799252    
   20071.7285       0.00000000      0.499799252    
   20072.6289       0.00000000      0.499799252    
   20073.5293       0.00000000      0.499799252    
   20074.4297       0.00000000      0.499799252    
   20075.3301       0.00000000      0.499799252    
   20076.2305       0.00000000      0.499799252    
   20077.1309       0.00000000      0.499799252    
   20078.0312       0.00000000      0.499799252    
   20078.9316       0.00000000      0.499799252    
   20079.8320       0.00000000      0.499799252    
   20080.7324       0.00000000      0.499799252    
   20081.6328       0.00000000      0.499799252    
   20082.5332       0.00000000      0.499799252    
   20083.4336       0.00000000      0.499799252    
   20084.3340       0.00000000      0.499799252    
   20085.2344       0.00000000      0.499799252    
   20086.1348       0.00000000      0.499799252    
