   0.00000000       1.00000000       6.85036532E-04
   5.00250119E-10  0.999666572       1.36984466E-03
   1.00050024E-09  0.999333203       2.05442449E-03
   1.50075041E-09  0.999000013       2.73877615E-03
   2.00100048E-09  0.998666883       3.42289940E-03
   2.50125054E-09  0.998333871       4.10679448E-03
   3.00150083E-09  0.998000979       4.79046209E-03
   3.50175089E-09  0.997668207       5.47390105E-03
   4.00200095E-09  0.997335553       6.15711231E-03
   4.50225146E-09  0.997003019       6.84009539E-03
   5.00250108E-09  0.996670544       7.52285169E-03
   5.50275159E-09  0.996338248       8.20537936E-03
   6.00300165E-09  0.996006012       8.88768025E-03
   6.50325171E-09  0.995673895       9.56975296E-03
   7.00350178E-09  0.995341897       1.02515984E-02
   7.50375140E-09  0.995010018       1.09332176E-02
   8.00400191E-09  0.994678199       1.16146076E-02
   8.50425241E-09  0.994346559       1.22957714E-02
   9.00450292E-09  0.994014978       1.29767079E-02
   9.50475165E-09  0.993683517       1.36574171E-02
   1.00050022E-08  0.993352175       1.43379001E-02
   1.05052527E-08  0.993020952       1.50181558E-02
   1.10055032E-08  0.992689848       1.56981833E-02
   1.15057528E-08  0.992358863       1.63779873E-02
   1.20060033E-08  0.992027938       1.70575622E-02
   1.25062529E-08  0.991697133       1.77369099E-02
   1.30065034E-08  0.991366506       1.84160341E-02
   1.35067530E-08  0.991035938       1.90949291E-02
   1.40070036E-08  0.990705490       1.97735988E-02
   1.45072541E-08  0.990375102       2.04520412E-02
   1.50075028E-08  0.990044892       2.11302582E-02
   1.55077533E-08  0.989714742       2.18082499E-02
   1.60080038E-08  0.989384770       2.24860143E-02
   1.65082543E-08  0.989054859       2.31635533E-02
   1.70085048E-08  0.988725066       2.38408651E-02
   1.75087553E-08  0.988395333       2.45179534E-02
   1.80090058E-08  0.988065779       2.51948144E-02
   1.85092546E-08  0.987736344       2.58714501E-02
   1.90095033E-08  0.987406969       2.65478604E-02
   1.95097538E-08  0.987077713       2.72240452E-02
   2.00100043E-08  0.986748576       2.79000048E-02
   2.05102548E-08  0.986419559       2.85757389E-02
   2.10105053E-08  0.986090660       2.92512476E-02
   2.15107558E-08  0.985761821       2.99265310E-02
   2.20110064E-08  0.985433161       3.06015871E-02
   2.25112551E-08  0.985104561       3.12764198E-02
   2.30115056E-08  0.984776080       3.19510251E-02
   2.35117561E-08  0.984447718       3.26254107E-02
   2.40120066E-08  0.984119415       3.32995653E-02
   2.45122553E-08  0.983791292       3.39735001E-02
   2.50125058E-08  0.983463228       3.46472077E-02
   2.55127564E-08  0.983135343       3.53206918E-02
   2.60130069E-08  0.982807517       3.59939523E-02
   2.65132574E-08  0.982479811       3.66669856E-02
   2.70135061E-08  0.982152164       3.73397954E-02
   2.75137566E-08  0.981824696       3.80123779E-02
   2.80140071E-08  0.981497288       3.86847407E-02
   2.85142576E-08  0.981170058       3.93568799E-02
   2.90145081E-08  0.980842888       4.00287919E-02
   2.95147569E-08  0.980515838       4.07004803E-02
   3.00150056E-08  0.980188847       4.13719453E-02
   3.05152561E-08  0.979862034       4.20431867E-02
   3.10155066E-08  0.979535282       4.27142046E-02
   3.15157571E-08  0.979208708       4.33849990E-02
   3.20160076E-08  0.978882194       4.40555699E-02
   3.25162581E-08  0.978555739       4.47259173E-02
   3.30165086E-08  0.978229463       4.53960374E-02
   3.35167591E-08  0.977903306       4.60659377E-02
   3.40170097E-08  0.977577209       4.67356145E-02
   3.45172602E-08  0.977251232       4.74050641E-02
   3.50175107E-08  0.976925373       4.80742976E-02
   3.55177612E-08  0.976599634       4.87433039E-02
   3.60180117E-08  0.976274014       4.94120866E-02
   3.65182622E-08  0.975948453       5.00806496E-02
   3.70185091E-08  0.975623012       5.07489890E-02
   3.75187561E-08  0.975297689       5.14171012E-02
   3.80190066E-08  0.974972486       5.20849936E-02
   3.85192571E-08  0.974647403       5.27526662E-02
   3.90195076E-08  0.974322438       5.34201078E-02
   3.95197581E-08  0.973997533       5.40873334E-02
   4.00200086E-08  0.973672748       5.47543354E-02
   4.05202591E-08  0.973348081       5.54211140E-02
   4.10205097E-08  0.973023534       5.60876690E-02
   4.15207602E-08  0.972699106       5.67540079E-02
   4.20210107E-08  0.972374737       5.74201196E-02
   4.25212612E-08  0.972050488       5.80860116E-02
   4.30215117E-08  0.971726418       5.87516800E-02
   4.35217622E-08  0.971402347       5.94171248E-02
   4.40220127E-08  0.971078455       6.00823499E-02
   4.45222632E-08  0.970754683       6.07473552E-02
   4.50225102E-08  0.970430970       6.14121333E-02
   4.55227607E-08  0.970107377       6.20766915E-02
   4.60230112E-08  0.969783902       6.27410337E-02
   4.65232617E-08  0.969460547       6.34051487E-02
   4.70235122E-08  0.969137251       6.40690401E-02
   4.75237627E-08  0.968814135       6.47327155E-02
   4.80240132E-08  0.968491077       6.53961673E-02
   4.85242602E-08  0.968168139       6.60593957E-02
   4.90245107E-08  0.967845321       6.67224079E-02
   4.95247612E-08  0.967522562       6.73851892E-02
   5.00250117E-08  0.967199981       6.80477619E-02
   5.05252622E-08  0.966877460       6.87101111E-02
   5.10255127E-08  0.966555059       6.93722293E-02
   5.15257632E-08  0.966232777       7.00341389E-02
   5.20260137E-08  0.965910614       7.06958249E-02
   5.25262642E-08  0.965588510       7.13572875E-02
   5.30265147E-08  0.965266526       7.20185265E-02
   5.35267617E-08  0.964944661       7.26795495E-02
   5.40270122E-08  0.964622915       7.33403489E-02
   5.45272627E-08  0.964301288       7.40009323E-02
   5.50275132E-08  0.963979721       7.46612996E-02
   5.55277637E-08  0.963658273       7.53214359E-02
